filename,loudness
video1.wav,-16.09019614207041
video2.wav,-17.635631040431175
video3.wav,-10.531715480019216
video4.wav,-13.238172071131737
video7.wav,-13.653711403824726
video8.wav,-10.017765867350539
video6.wav,-13.229172859567415
video10.wav,-11.424592177099237
video9.wav,-12.452137859090376
video5.wav,-17.461794670514955
